Use,RND,Rating2.0,ACS,K:D,ADR,KAST,KPR,APR,FKPR,FDPR,K,D,A,FK,FD,Agent,Player
(27) 4%,529,1.2,253.2,1.33,161.2,71%,0.91,0.13,0.22,0.14,484,364,70,119,73,chamber,f0rsaken
(26) 4%,561,1.02,198.0,1.01,132.5,73%,0.7,0.3,0.09,0.12,392,388,167,50,67,harbor,f0rsaken
(24) 4%,535,1.15,259.9,1.28,170.1,74%,0.88,0.22,0.13,0.1,473,370,116,57,46,killjoy,f0rsaken
(23) 4%,478,1.05,202.5,1.06,132.7,73%,0.71,0.4,0.11,0.11,341,321,190,46,47,fade,f0rsaken
(18) 3%,380,0.87,185.5,0.9,124.4,68%,0.65,0.25,0.09,0.11,246,274,96,33,43,cypher,f0rsaken
(14) 2%,298,1.19,268.1,1.24,172.4,71%,0.92,0.26,0.18,0.17,274,221,76,53,51,phoenix,f0rsaken
(9) 1%,192,1.11,268.1,1.21,154.9,70%,0.91,0.21,0.18,0.14,175,145,41,35,27,reyna,f0rsaken
(8) 1%,179,0.99,226.9,1.07,151.3,69%,0.82,0.22,0.13,0.21,146,136,39,23,38,waylay,f0rsaken
(8) 1%,172,1.16,223.1,1.21,149.4,78%,0.8,0.45,0.07,0.1,137,113,77,12,18,brimstone,f0rsaken
(5) 1%,112,1.12,228.6,1.2,146.3,71%,0.8,0.39,0.13,0.08,90,75,44,14,9,astra,f0rsaken
(5) 1%,111,0.93,209.0,0.96,132.0,70%,0.7,0.32,0.12,0.14,78,81,35,13,16,sage,f0rsaken
(4) 1%,86,0.93,207.0,1.09,128.0,69%,0.73,0.27,0.1,0.14,63,58,23,9,12,vyse,f0rsaken
(3) 0%,61,1.05,217.3,1.39,118.1,75%,0.82,0.41,0.03,0.1,50,36,25,1,4,deadlock,f0rsaken
(1) 0%,21,1.72,302.0,2.18,205.4,81%,1.14,0.29,0.14,0.05,24,11,6,3,1,tejo,f0rsaken
(1) 0%,18,1.6,252.0,2.13,199.4,72%,0.94,0.28,0.06,0.06,17,8,5,1,1,iso,f0rsaken
(122) 20%,2530,1.08,197.7,1.11,127.2,76%,0.71,0.41,0.06,0.05,1785,1614,1025,155,128,skye,d4v41
(89) 15%,1879,1.14,255.0,1.28,155.1,73%,0.89,0.17,0.19,0.11,1670,1308,328,356,210,jett,d4v41
(63) 11%,1304,1.15,213.4,1.25,135.1,78%,0.78,0.34,0.08,0.06,1012,810,444,106,79,sage,d4v41
(60) 10%,1270,1.05,196.6,1.07,135.7,74%,0.69,0.27,0.07,0.07,879,820,337,76,81,viper,d4v41
(43) 7%,959,1.08,198.0,1.14,135.3,75%,0.72,0.27,0.08,0.06,691,605,259,74,58,vyse,d4v41
(39) 7%,813,1.09,200.9,1.16,140.8,76%,0.73,0.17,0.09,0.06,597,514,140,68,47,killjoy,d4v41
(36) 6%,759,1.1,214.3,1.19,141.5,72%,0.78,0.15,0.12,0.09,589,493,116,88,66,chamber,d4v41
(36) 6%,709,1.18,219.4,1.21,142.3,78%,0.77,0.51,0.06,0.05,547,451,363,39,32,kayo,d4v41
(31) 5%,641,1.02,182.0,1.0,132.4,73%,0.65,0.3,0.04,0.05,416,415,195,24,26,sova,d4v41
(24) 4%,473,1.07,195.8,1.04,130.5,75%,0.69,0.4,0.05,0.04,325,313,187,24,18,fade,d4v41
(11) 2%,252,0.81,171.5,0.82,108.2,69%,0.62,0.39,0.04,0.06,155,188,98,5,7,omen,d4v41
(9) 2%,168,1.34,291.8,1.52,182.4,81%,1.01,0.26,0.17,0.09,169,111,44,28,15,raze,d4v41
(8) 1%,168,1.18,227.0,1.2,146.2,82%,0.85,0.44,0.1,0.07,142,118,74,16,12,breach,d4v41
(7) 1%,151,1.13,221.0,1.19,147.9,74%,0.84,0.19,0.13,0.05,127,107,29,10,4,cypher,d4v41
(5) 1%,110,0.99,172.8,1.0,124.9,72%,0.65,0.31,0.04,0.09,71,71,34,4,10,astra,d4v41
(5) 1%,89,0.95,253.8,1.69,144.1,81%,0.93,0.2,0.24,0.1,83,49,18,21,9,phoenix,d4v41
(4) 1%,84,0.83,165.0,0.84,114.0,80%,0.58,0.26,0.08,0.05,49,58,22,7,4,tejo,d4v41
(2) 0%,40,0.7,186.0,0.75,112.8,74%,0.6,0.4,0.11,0.11,24,32,16,2,2,clove,d4v41
(2) 0%,39,1.22,292.0,1.44,177.8,72%,1.0,0.18,0.15,0.08,39,27,7,6,3,reyna,d4v41
(1) 0%,21,1.34,211.0,1.33,151.9,71%,0.76,0.33,0.1,0.05,16,12,7,2,1,brimstone,d4v41
(1) 0%,16,0.57,78.0,0.36,54.9,88%,0.25,0.44,0.06,0.06,4,11,7,1,1,yoru,d4v41
(176) 46%,3722,1.15,241.2,1.23,153.6,73%,0.85,0.16,0.21,0.16,3172,2572,592,693,535,jett,something
(57) 15%,1271,1.09,214.8,1.15,139.0,74%,0.77,0.24,0.18,0.13,975,851,305,216,161,yoru,something
(54) 14%,1152,1.41,289.3,1.57,180.0,76%,1.04,0.22,0.18,0.11,1200,762,259,208,123,reyna,something
(38) 10%,773,1.1,208.9,1.13,134.2,76%,0.75,0.29,0.14,0.09,582,515,222,109,67,gekko,something
(23) 6%,494,1.17,199.0,1.15,142.6,76%,0.71,0.26,0.08,0.05,350,305,130,25,17,sova,something
(14) 4%,284,1.0,180.7,0.97,118.4,74%,0.64,0.4,0.06,0.06,183,189,114,17,18,breach,something
(8) 2%,170,1.26,269.1,1.22,180.1,78%,0.91,0.24,0.2,0.13,155,127,40,34,22,raze,something
(5) 1%,98,1.35,245.4,1.47,155.9,78%,0.87,0.4,0.13,0.05,85,58,39,10,4,fade,something
(3) 1%,52,0.86,154.0,0.67,115.1,73%,0.5,0.46,0.06,0.08,26,39,24,3,4,brimstone,something
(2) 1%,39,0.98,196.0,1.04,127.4,69%,0.67,0.18,0.13,0.23,26,25,7,5,9,chamber,something
(1) 0%,26,0.9,181.0,0.85,123.7,58%,0.65,0.15,0.04,0.15,17,20,4,1,4,phoenix,something
(1) 0%,22,0.76,179.0,0.74,131.1,64%,0.64,0.14,0.0,0.09,14,19,3,0,2,tejo,something
(183) 36%,3883,1.04,191.4,1.04,122.6,74%,0.67,0.43,0.08,0.08,2593,2504,1689,271,293,omen,mako
(136) 27%,2723,1.19,221.5,1.22,144.3,77%,0.75,0.39,0.09,0.08,2030,1666,1062,244,209,viper,mako
(62) 12%,1252,1.21,212.8,1.29,140.7,80%,0.76,0.42,0.09,0.07,953,736,524,110,85,astra,mako
(56) 11%,1109,1.33,274.5,1.54,163.3,71%,0.98,0.19,0.18,0.11,1087,705,213,195,117,jett,mako
(51) 10%,1097,1.14,212.7,1.13,137.9,78%,0.73,0.5,0.07,0.08,800,707,551,72,84,brimstone,mako
(7) 1%,149,0.99,192.0,1.05,122.4,73%,0.71,0.25,0.05,0.1,106,101,37,8,15,sage,mako
(4) 1%,80,1.18,236.5,1.35,141.2,78%,0.81,0.23,0.18,0.13,65,48,18,14,10,raze,mako
(3) 1%,64,1.04,182.0,1.0,119.2,72%,0.69,0.33,0.03,0.11,44,44,21,2,7,harbor,mako
(3) 1%,57,,211.3,1.1,131.5,,0.75,0.21,0.09,0.12,43,39,12,5,7,reyna,mako
(1) 0%,26,0.99,202.0,0.95,144.8,81%,0.77,0.42,0.08,0.0,20,21,11,2,0,breach,mako
(1) 0%,22,0.98,222.0,0.79,141.5,77%,0.68,0.45,0.18,0.09,15,19,10,4,2,phoenix,mako
(19) 27%,393,1.02,194.2,0.94,135.8,72%,0.65,0.25,0.07,0.09,257,274,100,26,34,sova,flicker
(18) 25%,395,1.02,213.8,1.09,132.0,70%,0.76,0.2,0.17,0.14,301,277,79,68,54,yoru,flicker
(14) 20%,309,0.98,200.4,0.97,132.5,71%,0.69,0.25,0.09,0.1,213,220,76,28,31,tejo,flicker
(5) 7%,110,0.98,195.4,0.95,130.5,68%,0.66,0.35,0.08,0.1,73,77,38,9,11,viper,flicker
(4) 6%,88,0.84,207.0,0.9,135.2,65%,0.74,0.11,0.13,0.18,65,72,10,11,16,raze,flicker
(4) 6%,82,1.06,233.5,1.16,146.4,79%,0.8,0.34,0.07,0.11,66,57,28,6,9,vyse,flicker
(3) 4%,61,0.9,219.7,0.87,147.7,72%,0.66,0.34,0.18,0.21,40,46,21,11,13,waylay,flicker
(3) 4%,57,0.91,217.7,0.96,127.5,67%,0.75,0.19,0.18,0.19,43,45,11,10,11,neon,flicker
(1) 1%,22,0.64,161.0,0.68,106.0,55%,0.59,0.14,0.18,0.32,13,19,3,4,7,jett,flicker
(59) 30%,1221,1.13,219.5,1.23,145.9,73%,0.8,0.2,0.11,0.07,973,794,249,117,71,cypher,flashback
(35) 18%,727,1.09,205.7,1.09,146.6,71%,0.73,0.17,0.08,0.07,533,489,127,53,46,killjoy,flashback
(33) 17%,689,1.08,230.1,1.2,147.1,70%,0.83,0.17,0.16,0.13,575,480,116,112,93,yoru,flashback
(24) 12%,538,0.98,192.4,0.98,132.2,73%,0.67,0.29,0.06,0.09,358,367,155,33,44,viper,flashback
(13) 7%,285,0.99,189.6,1.04,120.3,70%,0.67,0.24,0.09,0.08,192,184,67,25,24,vyse,flashback
(6) 3%,123,0.97,194.2,0.93,130.6,66%,0.69,0.18,0.09,0.08,85,91,22,11,10,sova,flashback
(6) 3%,121,1.15,269.5,1.23,169.0,74%,0.97,0.19,0.2,0.2,117,95,23,24,24,jett,flashback
(6) 3%,107,1.11,259.2,1.06,162.4,74%,0.89,0.38,0.16,0.07,95,90,41,17,8,clove,flashback
(5) 3%,109,0.96,220.0,1.02,145.0,65%,0.78,0.15,0.21,0.19,85,83,16,23,21,neon,flashback
(4) 2%,95,0.99,210.5,1.11,141.4,74%,0.75,0.11,0.09,0.15,71,64,10,9,14,chamber,flashback
(2) 1%,52,1.01,198.0,0.95,127.9,65%,0.75,0.25,0.08,0.04,39,41,13,4,2,omen,flashback
(1) 1%,24,1.27,243.0,1.31,153.0,75%,0.88,0.46,0.04,0.08,21,16,11,1,2,kayo,flashback
(1) 1%,19,1.26,314.0,1.4,221.2,84%,1.11,0.26,0.16,0.05,21,15,5,3,1,raze,flashback
(1) 1%,17,1.63,242.0,2.43,154.8,71%,1.0,0.12,0.06,0.0,17,7,2,1,0,astra,flashback
(75) 31%,1630,1.05,207.5,1.14,133.4,69%,0.75,0.21,0.1,0.08,1223,1072,337,165,126,cypher,free1ng
(47) 19%,1030,1.03,198.6,1.09,133.4,74%,0.72,0.22,0.1,0.08,737,676,231,86,66,tejo,free1ng
(35) 14%,736,1.17,228.3,1.25,151.6,74%,0.8,0.16,0.13,0.1,590,472,118,96,71,killjoy,free1ng
(27) 11%,575,1.01,202.4,1.06,131.6,70%,0.7,0.27,0.1,0.09,401,379,155,58,50,viper,free1ng
(25) 10%,507,0.99,189.3,0.95,128.6,70%,0.65,0.22,0.09,0.09,328,344,114,28,29,sova,free1ng
(10) 4%,213,0.96,186.4,1.02,119.7,66%,0.65,0.2,0.09,0.1,138,135,42,19,21,vyse,free1ng
(6) 2%,126,0.9,294.5,1.19,165.1,68%,1.03,0.17,0.12,0.13,130,109,21,15,16,clove,free1ng
(5) 2%,99,0.92,151.0,0.81,104.6,78%,0.52,0.34,0.04,0.14,51,63,34,3,11,skye,free1ng
(5) 2%,95,1.17,249.4,1.27,152.0,71%,0.89,0.23,0.19,0.11,85,67,22,18,10,reyna,free1ng
(3) 1%,68,0.79,156.7,0.71,99.0,68%,0.53,0.21,0.09,0.13,36,51,14,6,9,yoru,free1ng
(2) 1%,45,0.78,163.0,0.67,115.4,73%,0.53,0.31,0.02,0.07,24,36,14,1,3,deadlock,free1ng
(2) 1%,44,0.95,214.0,0.86,130.5,68%,0.73,0.5,0.02,0.07,32,37,22,1,3,fade,free1ng
(1) 0%,18,,113.0,0.25,63.7,,0.22,0.67,0.06,0.06,4,16,12,1,1,sage,free1ng
(51) 29%,1059,1.15,245.5,1.24,159.5,71%,0.88,0.14,0.18,0.13,927,745,151,167,122,jett,hyunmin
(45) 26%,983,1.22,266.6,1.29,176.5,76%,0.92,0.18,0.17,0.1,903,699,176,167,100,raze,hyunmin
(34) 20%,712,1.02,233.4,1.08,146.1,72%,0.82,0.22,0.18,0.19,582,538,156,86,89,neon,hyunmin
(22) 13%,473,1.03,214.0,1.1,140.6,69%,0.76,0.2,0.11,0.09,359,326,93,54,43,waylay,hyunmin
(14) 8%,305,0.9,204.9,0.94,133.9,71%,0.72,0.22,0.16,0.14,220,234,67,41,37,yoru,hyunmin
(2) 1%,47,0.72,170.0,0.76,110.6,70%,0.6,0.28,0.02,0.06,28,37,13,1,3,breach,hyunmin
(2) 1%,43,0.83,171.5,0.81,110.5,60%,0.6,0.44,0.05,0.19,26,32,19,2,8,kayo,hyunmin
(2) 1%,39,1.3,289.5,1.31,178.6,72%,1.08,0.08,0.26,0.1,42,32,3,10,4,iso,hyunmin
(1) 1%,21,0.66,194.0,0.63,135.8,52%,0.57,0.33,0.14,0.14,12,19,7,3,3,phoenix,hyunmin
(138) 46%,2910,1.18,267.6,1.2,173.2,75%,0.9,0.26,0.18,0.16,2610,2168,763,527,475,raze,kellys
(43) 14%,931,1.11,224.2,1.05,145.9,77%,0.77,0.55,0.08,0.09,716,682,511,73,87,kayo,kellys
(29) 10%,632,1.12,262.0,1.22,162.6,71%,0.91,0.15,0.23,0.16,573,471,97,146,99,jett,kellys
(20) 7%,384,0.87,183.2,0.82,119.5,74%,0.61,0.47,0.05,0.09,235,287,182,21,34,breach,kellys
(13) 4%,261,0.9,176.8,0.85,115.7,69%,0.63,0.25,0.09,0.09,164,193,64,24,24,deadlock,kellys
(12) 4%,248,1.04,225.1,1.07,144.1,73%,0.77,0.27,0.11,0.09,192,179,68,27,23,viper,kellys
(9) 3%,196,1.11,211.0,1.17,143.8,71%,0.73,0.28,0.06,0.06,144,123,55,12,12,vyse,kellys
(7) 2%,149,0.87,181.3,0.94,122.0,65%,0.68,0.16,0.07,0.13,102,109,24,11,19,cypher,kellys
(6) 2%,131,1.0,235.8,1.09,144.7,70%,0.84,0.14,0.21,0.12,110,101,18,27,16,chamber,kellys
(6) 2%,115,0.79,146.8,0.77,98.3,62%,0.54,0.32,0.1,0.13,62,81,37,11,15,skye,kellys
(5) 2%,107,1.19,239.6,1.33,157.8,70%,0.9,0.21,0.12,0.1,96,72,22,13,11,harbor,kellys
(4) 1%,86,0.98,183.3,0.85,116.7,78%,0.6,0.36,0.09,0.09,52,61,31,8,8,sage,kellys
(3) 1%,53,1.38,231.0,1.71,182.9,79%,0.91,0.26,0.08,0.02,48,28,14,4,1,astra,kellys
(2) 1%,39,0.91,211.5,0.97,130.3,69%,0.72,0.03,0.03,0.05,28,29,1,1,2,killjoy,kellys
(1) 0%,26,0.9,210.0,0.86,132.7,65%,0.73,0.19,0.04,0.19,19,22,5,1,5,neon,kellys
(1) 0%,19,0.42,114.0,0.35,78.6,74%,0.32,0.26,0.0,0.26,6,17,5,0,5,phoenix,kellys
(69) 23%,1429,1.14,208.7,1.12,136.8,76%,0.76,0.45,0.07,0.05,1085,966,638,98,65,breach,invy
(55) 18%,1171,1.19,223.2,1.14,144.8,77%,0.8,0.51,0.08,0.08,933,817,596,94,92,kayo,invy
(53) 18%,1123,1.23,241.3,1.22,161.0,74%,0.84,0.34,0.07,0.06,938,770,384,80,68,sova,invy
(22) 7%,468,1.17,231.8,1.24,146.2,74%,0.87,0.32,0.07,0.06,408,329,148,35,30,skye,invy
(19) 6%,388,1.0,198.3,0.93,127.6,75%,0.69,0.36,0.07,0.06,268,288,140,26,25,fade,invy
(15) 5%,314,1.02,208.5,0.99,140.8,69%,0.73,0.35,0.06,0.08,229,232,109,18,25,viper,invy
(13) 4%,276,1.17,234.4,1.36,149.6,71%,0.87,0.18,0.08,0.07,241,177,51,23,19,cypher,invy
(9) 3%,178,1.28,280.7,1.46,161.0,75%,1.02,0.15,0.24,0.11,181,124,27,43,20,jett,invy
(8) 3%,161,1.19,233.5,1.32,148.3,78%,0.84,0.18,0.05,0.05,136,103,29,8,8,killjoy,invy
(6) 2%,126,1.25,258.3,1.31,174.4,75%,0.91,0.23,0.13,0.14,115,88,29,16,18,yoru,invy
(5) 2%,106,1.17,188.0,1.0,124.2,73%,0.69,0.25,0.06,0.07,73,73,26,6,7,omen,invy
(5) 2%,106,1.03,190.4,0.95,134.2,71%,0.69,0.42,0.06,0.09,73,77,44,6,10,astra,invy
(4) 1%,81,1.51,268.5,1.7,183.2,79%,0.96,0.38,0.09,0.04,78,46,31,7,3,vyse,invy
(4) 1%,80,0.94,183.0,0.88,124.3,65%,0.66,0.31,0.05,0.1,53,60,25,4,8,sage,invy
(2) 1%,51,1.44,278.0,1.5,187.9,75%,1.0,0.14,0.12,0.06,51,34,7,6,3,chamber,invy
(2) 1%,48,1.15,260.5,1.16,175.4,69%,0.92,0.19,0.13,0.06,44,38,9,6,3,tejo,invy
(2) 1%,43,0.98,212.0,0.97,136.1,67%,0.7,0.28,0.11,0.0,30,31,12,2,0,gekko,invy
(2) 1%,40,1.19,251.5,1.23,162.3,63%,0.95,0.2,0.15,0.15,38,31,8,6,6,reyna,invy
(2) 1%,36,1.15,244.0,1.22,151.3,69%,0.92,0.14,0.11,0.31,33,27,5,4,11,raze,invy
(1) 0%,22,,187.0,0.88,126.2,,0.64,0.27,0.0,0.0,14,16,6,0,0,brimstone,invy
(1) 0%,20,0.61,157.0,0.73,101.0,75%,0.55,0.3,0.05,0.05,11,15,6,1,1,deadlock,invy
(137) 44%,2801,1.03,194.1,1.04,122.4,75%,0.69,0.39,0.07,0.07,1933,1865,1091,177,165,omen,sylvan
(63) 20%,1333,1.03,197.0,1.04,125.0,73%,0.71,0.31,0.07,0.06,942,908,416,92,78,astra,sylvan
(37) 12%,760,1.17,195.8,1.08,127.3,82%,0.66,0.56,0.06,0.06,502,464,424,44,45,brimstone,sylvan
(29) 9%,595,1.04,232.9,1.16,141.5,73%,0.82,0.17,0.13,0.11,487,419,104,80,66,jett,sylvan
(20) 6%,404,1.01,211.9,1.02,135.5,71%,0.72,0.27,0.08,0.07,290,283,110,31,30,viper,sylvan
(6) 2%,121,1.28,232.5,1.41,140.7,83%,0.82,0.31,0.15,0.07,99,70,38,18,8,sova,sylvan
(5) 2%,124,,204.0,1.17,134.0,,0.73,0.36,0.04,0.06,91,78,45,5,8,sage,sylvan
(5) 2%,105,1.05,185.0,0.94,121.3,76%,0.65,0.45,0.09,0.04,68,72,47,9,4,skye,sylvan
(5) 2%,101,0.95,191.0,0.91,127.6,69%,0.67,0.37,0.06,0.06,68,75,37,6,6,fade,sylvan
(3) 1%,68,0.93,239.7,0.96,154.6,72%,0.79,0.21,0.1,0.1,54,56,14,7,7,reyna,sylvan
(302) 73%,6246,1.05,197.0,1.03,134.9,74%,0.66,0.36,0.07,0.05,4121,4019,2279,409,337,sova,jessievash
(28) 7%,562,0.98,182.1,0.94,117.4,68%,0.64,0.3,0.06,0.07,362,384,169,31,39,fade,jessievash
(22) 5%,458,0.94,180.5,0.98,115.1,70%,0.65,0.32,0.07,0.08,299,306,147,31,31,sage,jessievash
(21) 5%,442,0.96,162.3,0.95,103.0,69%,0.59,0.19,0.06,0.07,260,274,85,27,32,cypher,jessievash
(14) 3%,312,0.99,184.6,0.96,122.9,76%,0.67,0.39,0.05,0.05,210,218,121,17,17,breach,jessievash
(12) 3%,255,0.68,139.5,0.64,95.0,64%,0.48,0.31,0.05,0.12,122,190,79,14,31,skye,jessievash
(6) 1%,139,0.87,166.7,0.87,110.9,63%,0.59,0.09,0.07,0.12,82,94,13,10,16,killjoy,jessievash
(3) 1%,57,,214.0,1.26,121.8,,0.75,0.3,0.09,0.07,43,34,17,5,4,omen,jessievash
(3) 1%,55,0.7,131.7,0.56,98.9,62%,0.42,0.18,0.05,0.09,23,41,10,3,5,tejo,jessievash
(1) 0%,24,,162.0,0.88,107.2,,0.58,0.04,0.08,0.08,14,16,1,2,2,raze,jessievash
(1) 0%,22,0.86,149.0,0.73,92.2,64%,0.5,0.41,0.05,0.14,11,15,9,1,3,kayo,jessievash
(1) 0%,21,,172.0,0.93,103.4,,0.62,0.05,0.1,,13,14,1,2,0,jett,jessievash
(1) 0%,21,0.7,143.0,0.59,92.8,71%,0.48,0.38,0.0,0.0,10,17,8,0,0,harbor,jessievash
(1) 0%,19,1.15,203.0,1.25,123.2,74%,0.79,0.21,0.11,0.0,15,12,4,2,0,gekko,jessievash
(142) 34%,2914,0.9,187.6,0.96,117.7,71%,0.66,0.36,0.07,0.08,1923,2005,1048,198,234,breach,crws
(36) 9%,789,0.88,172.0,0.84,112.3,73%,0.6,0.4,0.07,0.08,472,561,316,53,65,omen,crws
(35) 8%,759,0.91,189.3,0.93,122.1,71%,0.66,0.29,0.08,0.1,498,533,221,57,75,skye,crws
(34) 8%,700,0.9,175.5,0.91,116.1,69%,0.63,0.32,0.09,0.12,439,485,223,61,85,sage,crws
(34) 8%,693,1.01,187.8,0.95,121.2,75%,0.64,0.5,0.08,0.1,441,464,347,58,67,kayo,crws
(30) 7%,619,0.94,176.6,0.88,124.4,68%,0.59,0.27,0.04,0.07,366,415,168,27,44,sova,crws
(27) 6%,579,0.95,191.7,0.96,130.4,69%,0.66,0.25,0.09,0.09,384,401,147,55,54,viper,crws
(20) 5%,406,0.81,149.5,0.74,99.8,68%,0.5,0.31,0.06,0.08,204,277,126,25,34,fade,crws
(12) 3%,264,1.1,201.6,1.07,134.3,73%,0.7,0.37,0.05,0.06,184,172,98,13,17,brimstone,crws
(11) 3%,226,0.9,173.7,0.86,118.9,71%,0.6,0.43,0.04,0.09,136,159,98,10,21,astra,crws
(10) 2%,216,0.94,179.7,0.92,116.1,73%,0.61,0.26,0.07,0.09,132,143,56,16,19,deadlock,crws
(10) 2%,197,0.93,181.0,0.88,125.7,68%,0.62,0.23,0.07,0.1,123,139,45,14,20,tejo,crws
(6) 1%,140,0.84,235.0,1.06,149.7,68%,0.8,0.24,0.1,0.07,112,106,33,14,10,reyna,crws
(6) 1%,116,0.78,145.2,0.79,99.3,68%,0.51,0.18,0.03,0.08,59,75,21,3,9,gekko,crws
(3) 1%,65,0.72,146.3,0.61,99.9,66%,0.46,0.37,0.05,0.09,30,49,24,3,6,harbor,crws
(2) 0%,50,1.12,239.5,1.08,157.9,68%,0.8,0.24,0.26,0.12,40,37,12,13,6,jett,crws
(2) 0%,45,,263.5,1.21,172.0,,0.89,0.13,0.11,0.09,40,33,6,5,4,raze,crws
(1) 0%,22,0.67,184.0,0.67,133.9,50%,0.55,0.23,0.0,0.14,12,18,5,0,3,cypher,crws
(96) 30%,1974,1.06,232.1,1.11,147.2,71%,0.82,0.17,0.18,0.15,1622,1457,329,360,287,jett,killua
(34) 11%,733,1.01,213.2,1.09,140.6,70%,0.77,0.14,0.11,0.1,561,514,102,79,75,killjoy,killua
(32) 10%,723,0.99,197.1,1.03,132.1,74%,0.72,0.19,0.08,0.07,521,506,139,58,49,sova,killua
(26) 8%,549,1.05,205.6,1.09,133.9,73%,0.75,0.24,0.1,0.07,413,378,132,55,38,skye,killua
(25) 8%,534,0.99,196.5,0.97,129.5,74%,0.69,0.38,0.06,0.07,371,384,203,34,36,breach,killua
(17) 5%,341,1.1,217.4,1.21,137.9,77%,0.79,0.23,0.09,0.09,268,222,80,32,29,gekko,killua
(16) 5%,328,1.06,201.4,1.07,134.2,71%,0.74,0.28,0.09,0.08,244,228,91,30,27,fade,killua
(14) 4%,313,1.04,202.1,1.04,138.1,71%,0.71,0.29,0.11,0.09,223,215,90,33,27,viper,killua
(12) 4%,241,1.1,233.9,1.25,142.1,71%,0.85,0.12,0.16,0.12,205,164,29,38,29,chamber,killua
(11) 3%,228,1.09,244.2,1.17,159.9,66%,0.87,0.21,0.13,0.12,198,169,47,29,28,iso,killua
(9) 3%,191,1.12,208.3,1.13,143.5,72%,0.76,0.21,0.09,0.08,146,129,41,18,16,vyse,killua
(8) 3%,167,0.71,168.8,0.82,107.0,63%,0.62,0.14,0.15,0.22,104,127,24,25,37,neon,killua
(6) 2%,120,0.96,168.5,0.97,121.5,73%,0.62,0.24,0.07,0.04,74,76,29,8,5,tejo,killua
(2) 1%,48,0.62,161.5,0.65,102.0,54%,0.54,0.25,0.06,0.23,26,40,12,3,11,sage,killua
(2) 1%,46,1.07,203.5,1.13,141.5,85%,0.74,0.48,0.13,0.07,34,30,22,6,3,kayo,killua
(2) 1%,40,0.9,190.5,1.0,131.1,68%,0.7,0.08,0.2,0.1,28,28,3,8,4,yoru,killua
(1) 0%,30,1.15,234.0,1.18,148.6,70%,0.87,0.13,0.13,0.1,26,22,4,4,3,cypher,killua
(1) 0%,23,1.05,239.0,1.17,145.8,78%,0.91,0.22,0.17,0.13,21,18,5,4,3,reyna,killua
(1) 0%,22,1.01,257.0,1.11,151.3,64%,0.91,0.27,0.09,0.18,20,18,6,2,4,clove,killua
(24) 34%,513,1.0,180.3,1.01,117.7,74%,0.65,0.4,0.07,0.06,331,328,204,35,31,omen,thyy
(12) 17%,259,0.96,223.8,1.0,143.2,69%,0.8,0.14,0.15,0.11,207,208,36,40,29,jett,thyy
(10) 14%,208,1.14,247.7,1.29,156.9,75%,0.9,0.21,0.15,0.1,187,145,43,31,21,raze,thyy
(8) 11%,161,1.11,204.3,1.06,136.4,70%,0.77,0.37,0.05,0.03,124,117,59,8,5,astra,thyy
(7) 10%,137,1.11,213.4,1.06,135.0,73%,0.73,0.42,0.03,0.04,100,94,58,4,6,brimstone,thyy
(4) 6%,98,0.92,204.5,0.97,127.5,65%,0.69,0.17,0.2,0.15,68,70,17,20,15,yoru,thyy
(3) 4%,55,1.03,201.7,1.0,139.3,73%,0.69,0.31,0.09,0.04,38,38,17,5,2,viper,thyy
(1) 1%,22,0.58,159.0,0.5,105.3,59%,0.45,0.23,0.09,0.23,10,20,5,2,5,neon,thyy
(1) 1%,20,0.85,141.0,0.92,96.0,60%,0.6,0.15,0.0,0.1,12,13,3,0,2,reyna,thyy
(47) 19%,975,1.02,190.3,0.98,124.0,73%,0.69,0.33,0.08,0.06,669,685,317,77,63,omen,jitboys
(47) 19%,964,0.99,194.5,1.02,133.9,69%,0.69,0.14,0.07,0.08,664,652,135,71,78,killjoy,jitboys
(38) 15%,835,1.05,198.9,1.1,130.4,72%,0.74,0.2,0.1,0.11,614,558,165,85,93,cypher,jitboys
(29) 12%,591,1.09,192.5,1.07,127.7,72%,0.69,0.33,0.07,0.06,405,380,195,43,36,astra,jitboys
(23) 9%,469,1.12,222.8,1.2,146.9,70%,0.83,0.11,0.13,0.11,387,323,51,61,51,chamber,jitboys
(19) 8%,394,1.04,196.2,1.03,130.0,69%,0.71,0.23,0.09,0.07,279,270,92,37,29,viper,jitboys
(8) 3%,170,0.94,184.9,0.9,116.1,75%,0.65,0.36,0.04,0.09,111,124,62,7,16,breach,jitboys
(7) 3%,146,1.04,182.3,1.03,121.1,73%,0.68,0.35,0.05,0.1,100,97,51,7,15,harbor,jitboys
(6) 2%,135,0.96,184.5,0.96,116.2,73%,0.67,0.36,0.07,0.07,91,95,48,9,9,sage,jitboys
(6) 2%,129,1.02,197.5,0.97,123.2,73%,0.71,0.46,0.09,0.07,91,94,59,11,9,kayo,jitboys
(5) 2%,96,0.86,161.8,0.83,109.0,76%,0.57,0.26,0.09,0.11,55,66,25,9,11,vyse,jitboys
(4) 2%,77,0.91,163.3,0.85,108.2,71%,0.58,0.34,0.05,0.1,45,53,26,4,8,brimstone,jitboys
(3) 1%,64,0.77,193.0,0.78,125.6,72%,0.63,0.38,0.11,0.23,40,51,24,7,15,clove,jitboys
(2) 1%,47,1.0,151.5,0.97,101.0,68%,0.6,0.32,0.02,0.06,28,29,15,1,3,skye,jitboys
