,Match_ID,date_str,Team,T1_Won,R2.0_T1,ACS_T1,K_T1,D_T1,A_T1,+/- K/D_T1,KAST_T1,ADR_T1,HS%_T1,FK_T1,FD_T1,+/- FK/FD_T1,vs Team,R2.0_T2,ACS_T2,K_T2,D_T2,A_T2,+/- K/D_T2,KAST_T2,ADR_T2,HS%_T2,FK_T2,FD_T2,+/- FK/FD_T2
116,2023-04-30_Evil Geniuses/LEVIATÁN,2023-04-30,Evil Geniuses,1,0.8320000000000001,190.0,44.8,47.0,17.8,-2.2,68.2,128.6,25.6,7.4,6.4,1.0,LEVIATÁN,0.8320000000000001,190.0,44.8,47.0,17.8,-2.2,68.2,128.6,25.6,7.4,6.4,1.0
117,2023-04-30_Gen.G/Global Esports,2023-04-30,Gen.G,0,1.014,187.4,26.8,32.6,14.2,-5.8,69.6,121.2,24.4,3.0,5.4,-2.4,Global Esports,1.014,187.4,26.8,32.6,14.2,-5.8,69.6,121.2,24.4,3.0,5.4,-2.4
118,2023-05-01_KRÜ Esports/LOUD,2023-05-01,KRÜ Esports,0,0.97,186.8,45.0,47.4,18.4,-2.4,68.8,125.2,24.8,6.4,7.6,-1.2,LOUD,0.97,186.8,45.0,47.4,18.4,-2.4,68.8,125.2,24.8,6.4,7.6,-1.2
119,2023-05-01_Paper Rex/TALON,2023-05-01,Paper Rex,1,1.21,217.8,48.2,39.8,23.6,8.4,77.4,139.6,22.6,7.8,5.0,2.8,TALON,1.21,217.8,48.2,39.8,23.6,8.4,77.4,139.6,22.6,7.8,5.0,2.8
120,2023-05-03_FNATIC/Team Vitality,2023-05-03,FNATIC,1,1.022,208.8,34.6,29.2,14.6,5.4,73.8,132.4,22.4,5.8,3.6,2.2,Team Vitality,1.022,208.8,34.6,29.2,14.6,5.4,73.8,132.4,22.4,5.8,3.6,2.2
121,2023-05-04_BBL Esports/KOI,2023-05-04,BBL Esports,1,1.032,205.2,37.6,31.4,19.6,6.2,78.2,131.6,29.0,5.2,5.0,0.2,KOI,1.032,205.2,37.6,31.4,19.6,6.2,78.2,131.6,29.0,5.2,5.0,0.2
122,2023-05-04_FUT Esports/Karmine Corp,2023-05-04,FUT Esports,1,1.274,220.0,31.6,23.4,14.6,8.2,79.4,140.4,27.8,4.4,3.4,1.0,Karmine Corp,1.274,220.0,31.6,23.4,14.6,8.2,79.4,140.4,27.8,4.4,3.4,1.0
123,2023-05-05_Giants Gaming/Team Heretics,2023-05-05,Giants Gaming,0,0.924,199.2,36.4,37.4,13.6,-1.0,70.6,135.6,30.0,5.6,4.8,0.8,Team Heretics,0.924,199.2,36.4,37.4,13.6,-1.0,70.6,135.6,30.0,5.6,4.8,0.8
124,2023-05-05_Natus Vincere/Team Liquid,2023-05-05,Natus Vincere,1,0.962,202.2,35.2,34.0,14.4,1.2,71.4,131.0,26.8,5.6,4.0,1.6,Team Liquid,0.962,202.2,35.2,34.0,14.4,1.2,71.4,131.0,26.8,5.6,4.0,1.6
125,2023-05-06_Cloud9/MIBR,2023-05-06,Cloud9,1,1.168,219.8,27.8,18.2,13.4,9.6,83.8,141.4,26.0,4.2,2.8,1.4,MIBR,1.168,219.8,27.8,18.2,13.4,9.6,83.8,141.4,26.0,4.2,2.8,1.4
126,2023-05-06_Evil Geniuses/Sentinels,2023-05-06,Evil Geniuses,1,1.194,213.8,29.0,20.6,15.0,8.4,78.8,139.8,26.8,4.4,3.0,1.4,Sentinels,1.194,213.8,29.0,20.6,15.0,8.4,78.8,139.8,26.8,4.4,3.0,1.4
127,2023-05-06_Gen.G/TALON,2023-05-06,Gen.G,0,0.9316666666666666,184.66666666666666,21.666666666666668,26.833333333333332,11.833333333333334,-5.166666666666667,68.16666666666667,120.0,21.333333333333332,2.6666666666666665,4.166666666666667,-1.5,TALON,0.9316666666666666,184.66666666666666,21.666666666666668,26.833333333333332,11.833333333333334,-5.166666666666667,68.16666666666667,120.0,21.333333333333332,2.6666666666666665,4.166666666666667,-1.5
128,2023-05-06_Paper Rex/ZETA DIVISION,2023-05-06,Paper Rex,1,1.09,208.4,32.6,24.6,16.0,8.0,83.0,128.6,25.0,5.4,2.8,2.6,ZETA DIVISION,1.09,208.4,32.6,24.6,16.0,8.0,83.0,128.6,25.0,5.4,2.8,2.6
129,2023-05-07_100 Thieves/LOUD,2023-05-07,100 Thieves,0,0.884,177.8,28.4,32.4,14.0,-4.0,71.0,121.0,25.6,4.8,4.4,0.4,LOUD,0.884,177.8,28.4,32.4,14.0,-4.0,71.0,121.0,25.6,4.8,4.4,0.4
130,2023-05-07_Global Esports/Rex Regum Qeon,2023-05-07,Global Esports,0,0.924,197.8,32.4,37.6,12.4,-5.2,68.2,129.0,22.6,3.8,5.6,-1.8,Rex Regum Qeon,0.924,197.8,32.4,37.6,12.4,-5.2,68.2,129.0,22.6,3.8,5.6,-1.8
131,2023-05-07_KRÜ Esports/LEVIATÁN,2023-05-07,KRÜ Esports,0,0.774,150.8,16.4,28.6,6.8,-12.2,58.4,99.2,23.2,2.0,4.8,-2.8,LEVIATÁN,0.774,150.8,16.4,28.6,6.8,-12.2,58.4,99.2,23.2,2.0,4.8,-2.8
132,2023-05-07_T1/Team Secret,2023-05-07,T1,1,1.045,214.33333333333334,26.166666666666668,16.5,11.333333333333334,9.666666666666666,85.16666666666667,140.83333333333334,26.0,4.166666666666667,2.1666666666666665,2.0,Team Secret,1.045,214.33333333333334,26.166666666666668,16.5,11.333333333333334,9.666666666666666,85.16666666666667,140.83333333333334,26.0,4.166666666666667,2.1666666666666665,2.0
133,2023-05-08_DRX/DetonatioN FocusMe,2023-05-08,DRX,1,1.014,213.0,29.2,22.4,14.6,6.8,74.6,132.8,21.0,3.2,4.4,-1.2,DetonatioN FocusMe,1.014,213.0,29.2,22.4,14.6,6.8,74.6,132.8,21.0,3.2,4.4,-1.2
134,2023-05-08_FURIA/NRG Esports,2023-05-08,FURIA,0,1.042,190.4,44.0,46.4,17.2,-2.4,71.0,124.6,25.6,6.4,6.8,-0.4,NRG Esports,1.042,190.4,44.0,46.4,17.2,-2.4,71.0,124.6,25.6,6.4,6.8,-0.4
135,2023-05-10_FNATIC/KOI,2023-05-10,FNATIC,1,1.1440000000000001,217.0,29.8,20.6,13.4,9.2,81.0,144.2,22.0,5.4,2.4,3.0,KOI,1.1440000000000001,217.0,29.8,20.6,13.4,9.2,81.0,144.2,22.0,5.4,2.4,3.0
136,2023-05-10_Giants Gaming/Team Vitality,2023-05-10,Giants Gaming,1,1.1320000000000001,213.4,50.2,44.6,23.4,5.6,78.2,140.8,27.8,6.4,6.6,-0.2,Team Vitality,1.1320000000000001,213.4,50.2,44.6,23.4,5.6,78.2,140.8,27.8,6.4,6.6,-0.2
137,2023-05-11_FNATIC/Karmine Corp,2023-05-11,FNATIC,1,1.01,210.8,28.4,21.0,13.8,7.4,82.4,129.2,21.4,4.6,3.0,1.6,Karmine Corp,1.01,210.8,28.4,21.0,13.8,7.4,82.4,129.2,21.4,4.6,3.0,1.6
138,2023-05-11_FUT Esports/Natus Vincere,2023-05-11,FUT Esports,0,0.786,197.0,33.2,34.4,14.2,-1.2,70.8,123.6,31.2,2.2,2.2,0.0,Natus Vincere,0.786,197.0,33.2,34.4,14.2,-1.2,70.8,123.6,31.2,2.2,2.2,0.0
139,2023-05-12_BBL Esports/Team Liquid,2023-05-12,BBL Esports,0,0.9879999999999999,193.8,41.4,46.6,18.6,-5.2,72.4,130.2,26.0,4.8,3.2,1.6,Team Liquid,0.9879999999999999,193.8,41.4,46.6,18.6,-5.2,72.4,130.2,26.0,4.8,3.2,1.6
140,2023-05-12_Gen.G/Paper Rex,2023-05-12,Gen.G,0,0.81,154.83333333333334,15.5,22.333333333333332,7.0,-6.833333333333333,64.0,101.66666666666667,21.166666666666668,2.1666666666666665,3.6666666666666665,-1.5,Paper Rex,0.81,154.83333333333334,15.5,22.333333333333332,7.0,-6.833333333333333,64.0,101.66666666666667,21.166666666666668,2.1666666666666665,3.6666666666666665,-1.5
141,2023-05-12_KOI/Team Heretics,2023-05-12,KOI,1,1.158,204.8,47.8,44.0,23.2,3.8,76.2,134.0,20.4,7.6,5.6,2.0,Team Heretics,1.158,204.8,47.8,44.0,23.2,3.8,76.2,134.0,20.4,7.6,5.6,2.0
142,2023-05-12_T1/ZETA DIVISION,2023-05-12,T1,1,0.866,216.8,48.4,40.8,16.4,7.6,75.8,136.0,24.0,8.2,4.4,3.8,ZETA DIVISION,0.866,216.8,48.4,40.8,16.4,7.6,75.8,136.0,24.0,8.2,4.4,3.8
143,2023-05-13_100 Thieves/FURIA,2023-05-13,100 Thieves,1,1.07,199.4,46.8,41.8,23.0,5.0,75.0,130.0,25.0,7.8,5.6,2.2,FURIA,1.07,199.4,46.8,41.8,23.0,5.0,75.0,130.0,25.0,7.8,5.6,2.2
144,2023-05-13_DRX/Team Secret,2023-05-13,DRX,0,1.072,198.8,30.8,33.0,15.6,-2.2,69.4,127.0,25.6,4.0,5.0,-1.0,Team Secret,1.072,198.8,30.8,33.0,15.6,-2.2,69.4,127.0,25.6,4.0,5.0,-1.0
145,2023-05-13_DetonatioN FocusMe/Global Esports,2023-05-13,DetonatioN FocusMe,0,0.9400000000000001,164.6,22.6,28.4,9.8,-5.8,63.8,110.0,27.6,3.6,4.2,-0.6,Global Esports,0.9400000000000001,164.6,22.6,28.4,9.8,-5.8,63.8,110.0,27.6,3.6,4.2,-0.6
146,2023-05-13_Evil Geniuses/MIBR,2023-05-13,Evil Geniuses,1,1.58,241.8,29.0,16.6,15.0,12.4,83.8,160.0,25.2,4.6,2.2,2.4,MIBR,1.58,241.8,29.0,16.6,15.0,12.4,83.8,160.0,25.2,4.6,2.2,2.4
147,2023-05-14_Gen.G/ZETA DIVISION,2023-05-14,Gen.G,0,0.9416666666666668,192.0,30.333333333333332,34.666666666666664,15.833333333333334,-4.333333333333333,69.5,124.5,22.666666666666668,4.5,4.666666666666667,-0.16666666666666666,ZETA DIVISION,0.9416666666666668,192.0,30.333333333333332,34.666666666666664,15.833333333333334,-4.333333333333333,69.5,124.5,22.666666666666668,4.5,4.666666666666667,-0.16666666666666666
148,2023-05-14_KRÜ Esports/Sentinels,2023-05-14,KRÜ Esports,0,0.8379999999999999,193.0,32.4,35.6,15.2,-3.2,70.4,127.6,27.8,4.2,5.6,-1.4,Sentinels,0.8379999999999999,193.0,32.4,35.6,15.2,-3.2,70.4,127.6,27.8,4.2,5.6,-1.4
149,2023-05-14_LOUD/NRG Esports,2023-05-14,LOUD,0,0.786,181.6,24.6,31.4,9.0,-6.8,66.2,118.6,28.6,3.0,5.0,-2.0,NRG Esports,0.786,181.6,24.6,31.4,9.0,-6.8,66.2,118.6,28.6,3.0,5.0,-2.0
150,2023-05-14_Rex Regum Qeon/TALON,2023-05-14,Rex Regum Qeon,1,0.9933333333333333,201.83333333333334,33.0,30.0,15.166666666666666,3.0,76.0,131.0,30.5,5.166666666666667,3.6666666666666665,1.5,TALON,0.9933333333333333,201.83333333333334,33.0,30.0,15.166666666666666,3.0,76.0,131.0,30.5,5.166666666666667,3.6666666666666665,1.5
151,2023-05-15_Cloud9/LEVIATÁN,2023-05-15,Cloud9,1,1.1560000000000001,202.6,27.2,24.0,12.2,3.2,76.4,132.8,23.6,4.8,2.6,2.2,LEVIATÁN,1.1560000000000001,202.6,27.2,24.0,12.2,3.2,76.4,132.8,23.6,4.8,2.6,2.2
152,2023-05-15_DRX/T1,2023-05-15,DRX,1,0.9359999999999999,189.6,29.2,29.4,14.0,-0.2,70.0,123.0,26.2,4.6,4.4,0.2,T1,0.9359999999999999,189.6,29.2,29.4,14.0,-0.2,70.0,123.0,26.2,4.6,4.4,0.2
153,2023-05-15_Global Esports/Team Secret,2023-05-15,Global Esports,0,0.8859999999999999,190.8,28.4,34.8,12.0,-6.4,63.2,127.2,23.4,3.6,5.4,-1.8,Team Secret,0.8859999999999999,190.8,28.4,34.8,12.0,-6.4,63.2,127.2,23.4,3.6,5.4,-1.8
154,2023-05-16_DetonatioN FocusMe/TALON,2023-05-16,DetonatioN FocusMe,0,0.9540000000000001,189.6,26.2,31.6,11.8,-5.4,69.4,126.6,23.8,4.6,3.6,1.0,TALON,0.9540000000000001,189.6,26.2,31.6,11.8,-5.4,69.4,126.6,23.8,4.6,3.6,1.0
155,2023-05-16_Paper Rex/Rex Regum Qeon,2023-05-16,Paper Rex,1,0.9560000000000001,215.4,35.8,30.4,18.0,5.4,77.8,139.6,26.4,5.0,4.2,0.8,Rex Regum Qeon,0.9560000000000001,215.4,35.8,30.4,18.0,5.4,77.8,139.6,26.4,5.0,4.2,0.8
156,2023-05-17_FNATIC/Natus Vincere,2023-05-17,FNATIC,1,1.138,217.6,34.2,27.6,14.4,6.6,76.0,143.6,21.6,4.0,4.6,-0.6,Natus Vincere,1.138,217.6,34.2,27.6,14.4,6.6,76.0,143.6,21.6,4.0,4.6,-0.6
157,2023-05-18_Evil Geniuses/NRG Esports,2023-05-18,Evil Geniuses,0,0.5780000000000001,201.6,28.8,31.8,11.0,-3.0,70.2,133.0,24.8,4.2,4.2,0.0,NRG Esports,0.5780000000000001,201.6,28.8,31.8,11.0,-3.0,70.2,133.0,24.8,4.2,4.2,0.0
158,2023-05-18_FURIA/Sentinels,2023-05-18,FURIA,0,0.9880000000000001,195.0,51.4,51.2,19.6,0.2,72.2,126.2,24.8,7.4,7.4,0.0,Sentinels,0.9880000000000001,195.0,51.4,51.2,19.6,0.2,72.2,126.2,24.8,7.4,7.4,0.0
159,2023-05-18_Giants Gaming/Karmine Corp,2023-05-18,Giants Gaming,1,1.106,203.8,32.8,30.0,12.0,2.8,72.2,133.6,26.8,3.6,6.0,-2.4,Karmine Corp,1.106,203.8,32.8,30.0,12.0,2.8,72.2,133.6,26.8,3.6,6.0,-2.4
160,2023-05-18_Team Heretics/Team Vitality,2023-05-18,Team Heretics,0,0.8480000000000001,183.4,32.8,38.2,14.0,-5.4,67.4,120.6,28.8,5.6,4.6,1.0,Team Vitality,0.8480000000000001,183.4,32.8,38.2,14.0,-5.4,67.4,120.6,28.8,5.6,4.6,1.0
161,2023-05-19_BBL Esports/FUT Esports,2023-05-19,BBL Esports,0,0.852,189.4,24.4,29.4,10.2,-5.0,74.8,126.2,32.2,3.8,3.6,0.2,FUT Esports,0.852,189.4,24.4,29.4,10.2,-5.0,74.8,126.2,32.2,3.8,3.6,0.2
162,2023-05-19_Cloud9/KRÜ Esports,2023-05-19,Cloud9,1,1.052,200.4,48.2,51.4,23.6,-3.2,72.8,132.6,23.0,6.4,7.4,-1.0,KRÜ Esports,1.052,200.4,48.2,51.4,23.6,-3.2,72.8,132.6,23.0,6.4,7.4,-1.0
163,2023-05-19_Gen.G/T1,2023-05-19,Gen.G,0,0.9633333333333334,195.33333333333334,34.833333333333336,40.166666666666664,18.333333333333332,-5.333333333333333,68.33333333333333,125.83333333333333,25.166666666666668,3.6666666666666665,7.166666666666667,-3.5,T1,0.9633333333333334,195.33333333333334,34.833333333333336,40.166666666666664,18.333333333333332,-5.333333333333333,68.33333333333333,125.83333333333333,25.166666666666668,3.6666666666666665,7.166666666666667,-3.5
164,2023-05-19_KOI/Team Liquid,2023-05-19,KOI,0,0.9179999999999999,184.0,41.8,50.6,18.2,-8.8,66.6,117.6,20.4,5.0,8.0,-3.0,Team Liquid,0.9179999999999999,184.0,41.8,50.6,18.2,-8.8,66.6,117.6,20.4,5.0,8.0,-3.0
165,2023-05-19_LEVIATÁN/LOUD,2023-05-19,LEVIATÁN,0,0.6839999999999999,152.8,19.4,28.6,7.0,-9.2,56.0,106.0,21.2,2.8,4.8,-2.0,LOUD,0.6839999999999999,152.8,19.4,28.6,7.0,-9.2,56.0,106.0,21.2,2.8,4.8,-2.0
166,2023-05-19_Team Secret/ZETA DIVISION,2023-05-19,Team Secret,1,0.0,0.0,39.8,37.6,18.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,ZETA DIVISION,0.0,0.0,39.8,37.6,18.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0
167,2023-05-20_100 Thieves/MIBR,2023-05-20,100 Thieves,0,0.8699999999999999,190.6,42.2,46.2,21.2,-4.0,72.4,125.6,23.0,6.2,6.8,-0.6,MIBR,0.8699999999999999,190.6,42.2,46.2,21.2,-4.0,72.4,125.6,23.0,6.2,6.8,-0.6
168,2023-05-20_DRX/Team Secret,2023-05-20,DRX,1,1.138,219.8,43.8,35.0,26.2,8.8,77.8,139.8,25.8,6.2,5.2,1.0,Team Secret,1.138,219.8,43.8,35.0,26.2,8.8,77.8,139.8,25.8,6.2,5.2,1.0
169,2023-05-20_Paper Rex/T1,2023-05-20,Paper Rex,1,1.108,215.6,35.8,28.8,14.6,7.0,78.2,140.6,24.6,5.4,3.8,1.6,T1,1.108,215.6,35.8,28.8,14.6,7.0,78.2,140.6,24.6,5.4,3.8,1.6
170,2023-05-21_Gen.G/Team Secret,2023-05-21,Gen.G,1,1.19,210.66666666666666,41.666666666666664,37.666666666666664,21.333333333333332,4.0,77.33333333333333,135.5,24.0,7.333333333333333,4.0,3.3333333333333335,Team Secret,1.19,210.66666666666666,41.666666666666664,37.666666666666664,21.333333333333332,4.0,77.33333333333333,135.5,24.0,7.333333333333333,4.0,3.3333333333333335
171,2023-05-21_T1/ZETA DIVISION,2023-05-21,T1,1,1.044,200.6,51.4,48.2,26.0,3.2,73.2,128.4,21.8,6.8,7.6,-0.8,ZETA DIVISION,1.044,200.6,51.4,48.2,26.0,3.2,73.2,128.4,21.8,6.8,7.6,-0.8
172,2023-05-22_DRX/Paper Rex,2023-05-22,DRX,0,0.7140000000000001,166.4,20.0,30.2,10.0,-10.2,61.6,109.2,25.6,3.2,4.2,-1.0,Paper Rex,0.7140000000000001,166.4,20.0,30.2,10.0,-10.2,61.6,109.2,25.6,3.2,4.2,-1.0
173,2023-05-22_Gen.G/T1,2023-05-22,Gen.G,0,0.8460000000000001,190.0,30.4,36.2,13.4,-5.8,69.2,123.4,22.4,3.4,5.8,-2.4,T1,0.8460000000000001,190.0,30.4,36.2,13.4,-5.8,69.2,123.4,22.4,3.4,5.8,-2.4
174,2023-05-23_Evil Geniuses/NRG Esports,2023-05-23,Evil Geniuses,1,0.916,206.2,51.4,47.2,20.2,4.2,73.8,135.6,29.0,7.2,7.2,0.0,NRG Esports,0.916,206.2,51.4,47.2,20.2,4.2,73.8,135.6,29.0,7.2,7.2,0.0
175,2023-05-23_FURIA/LEVIATÁN,2023-05-23,FURIA,1,1.052,207.2,55.6,48.4,21.8,7.2,77.0,137.0,28.0,6.8,8.2,-1.4,LEVIATÁN,1.052,207.2,55.6,48.4,21.8,7.2,77.0,137.0,28.0,6.8,8.2,-1.4
176,2023-05-23_FUT Esports/Giants Gaming,2023-05-23,FUT Esports,1,0.8480000000000001,206.0,32.4,28.2,12.4,4.2,72.6,129.6,26.8,3.6,5.2,-1.6,Giants Gaming,0.8480000000000001,206.0,32.4,28.2,12.4,4.2,72.6,129.6,26.8,3.6,5.2,-1.6
177,2023-05-23_Team Liquid/Team Vitality,2023-05-23,Team Liquid,1,0.8879999999999999,196.8,47.0,45.0,22.4,2.0,71.4,126.6,28.8,6.8,6.6,0.2,Team Vitality,0.8879999999999999,196.8,47.0,45.0,22.4,2.0,71.4,126.6,28.8,6.8,6.6,0.2
178,2023-05-24_Cloud9/Evil Geniuses,2023-05-24,Cloud9,0,0.6359999999999999,152.2,15.4,29.4,9.2,-14.0,55.4,102.0,25.2,2.2,4.4,-2.2,Evil Geniuses,0.6359999999999999,152.2,15.4,29.4,9.2,-14.0,55.4,102.0,25.2,2.2,4.4,-2.2
179,2023-05-24_FNATIC/FUT Esports,2023-05-24,FNATIC,1,1.3439999999999999,237.6,43.2,28.6,18.8,14.6,79.4,150.2,24.0,6.2,4.0,2.2,FUT Esports,1.3439999999999999,237.6,43.2,28.6,18.8,14.6,79.4,150.2,24.0,6.2,4.0,2.2
180,2023-05-24_FURIA/LOUD,2023-05-24,FURIA,0,0.6900000000000001,154.0,18.0,28.6,7.0,-10.6,59.4,103.0,24.2,3.0,4.0,-1.0,LOUD,0.6900000000000001,154.0,18.0,28.6,7.0,-10.6,59.4,103.0,24.2,3.0,4.0,-1.0
181,2023-05-24_Natus Vincere/Team Liquid,2023-05-24,Natus Vincere,0,0.9120000000000001,190.4,30.8,32.4,13.4,-1.6,66.4,124.6,31.0,5.0,4.4,0.6,Team Liquid,0.9120000000000001,190.4,30.8,32.4,13.4,-1.6,66.4,124.6,31.0,5.0,4.4,0.6
182,2023-05-25_Cloud9/LEVIATÁN,2023-05-25,Cloud9,1,1.066,202.6,43.4,40.8,19.4,2.6,75.8,131.8,26.2,6.4,5.8,0.6,LEVIATÁN,1.066,202.6,43.4,40.8,19.4,2.6,75.8,131.8,26.2,6.4,5.8,0.6
183,2023-05-25_FURIA/NRG Esports,2023-05-25,FURIA,0,0.616,183.8,28.0,31.8,10.2,-3.8,69.0,123.0,24.4,3.6,5.4,-1.8,NRG Esports,0.616,183.8,28.0,31.8,10.2,-3.8,69.0,123.0,24.4,3.6,5.4,-1.8
184,2023-05-25_FUT Esports/Team Vitality,2023-05-25,FUT Esports,1,1.134,202.6,45.8,39.0,19.8,6.8,74.4,130.0,27.8,7.0,5.6,1.4,Team Vitality,1.134,202.6,45.8,39.0,19.8,6.8,74.4,130.0,27.8,7.0,5.6,1.4
185,2023-05-25_Giants Gaming/Natus Vincere,2023-05-25,Giants Gaming,0,0.704,185.6,29.4,35.0,13.6,-5.6,66.4,125.2,26.4,3.4,5.4,-2.0,Natus Vincere,0.704,185.6,29.4,35.0,13.6,-5.6,66.4,125.2,26.4,3.4,5.4,-2.0
186,2023-05-26_Cloud9/NRG Esports,2023-05-26,Cloud9,0,0.906,196.6,47.6,48.6,16.0,-1.0,70.6,131.2,25.6,7.2,7.0,0.2,NRG Esports,0.906,196.6,47.6,48.6,16.0,-1.0,70.6,131.2,25.6,7.2,7.0,0.2
187,2023-05-26_Evil Geniuses/LOUD,2023-05-26,Evil Geniuses,0,0.946,195.6,41.6,47.2,17.8,-5.6,68.2,130.2,21.2,6.4,5.8,0.6,LOUD,0.946,195.6,41.6,47.2,17.8,-5.6,68.2,130.2,21.2,6.4,5.8,0.6
188,2023-05-26_FNATIC/Team Liquid,2023-05-26,FNATIC,1,1.216,208.2,34.0,28.0,12.2,6.0,78.4,131.2,23.6,4.2,4.8,-0.6,Team Liquid,1.216,208.2,34.0,28.0,12.2,6.0,78.4,131.2,23.6,4.2,4.8,-0.6
189,2023-05-26_FUT Esports/Natus Vincere,2023-05-26,FUT Esports,1,1.17,214.4,32.4,27.0,14.0,5.4,73.8,134.4,27.2,3.8,4.4,-0.6,Natus Vincere,1.17,214.4,32.4,27.0,14.0,5.4,73.8,134.4,27.2,3.8,4.4,-0.6
190,2023-05-27_DRX/T1,2023-05-27,DRX,1,1.016,189.8,74.4,77.6,41.0,-3.2,76.4,123.0,26.6,11.6,10.8,0.8,T1,1.016,189.8,74.4,77.6,41.0,-3.2,76.4,123.0,26.6,11.6,10.8,0.8
191,2023-05-27_Evil Geniuses/NRG Esports,2023-05-27,Evil Geniuses,0,0.78,179.2,51.0,61.8,27.8,-10.8,69.6,118.6,23.8,7.2,9.8,-2.6,NRG Esports,0.78,179.2,51.0,61.8,27.8,-10.8,69.6,118.6,23.8,7.2,9.8,-2.6
192,2023-05-27_FUT Esports/Team Liquid,2023-05-27,FUT Esports,0,0.8320000000000001,175.4,42.4,53.2,19.4,-10.8,69.6,115.2,24.6,6.2,7.4,-1.2,Team Liquid,0.8320000000000001,175.4,42.4,53.2,19.4,-10.8,69.6,115.2,24.6,6.2,7.4,-1.2
193,2023-05-28_DRX/Paper Rex,2023-05-28,DRX,0,0.892,186.4,67.8,80.0,33.8,-12.2,70.2,125.2,29.4,9.2,11.8,-2.6,Paper Rex,0.892,186.4,67.8,80.0,33.8,-12.2,70.2,125.2,29.4,9.2,11.8,-2.6
194,2023-05-28_FNATIC/Team Liquid,2023-05-28,FNATIC,0,0.8560000000000001,189.4,61.8,65.6,30.2,-3.8,69.8,122.0,21.4,9.2,9.4,-0.2,Team Liquid,0.8560000000000001,189.4,61.8,65.6,30.2,-3.8,69.8,122.0,21.4,9.2,9.4,-0.2
195,2023-05-28_LOUD/NRG Esports,2023-05-28,LOUD,1,0.962,203.6,50.4,45.2,17.0,5.2,71.6,129.0,25.0,7.4,6.6,0.8,NRG Esports,0.962,203.6,50.4,45.2,17.0,5.2,71.6,129.0,25.0,7.4,6.6,0.8
196,2023-06-10_Evil Geniuses/FUT Esports,2023-06-10,Evil Geniuses,1,1.06,214.6,33.4,27.6,12.4,5.8,74.6,142.4,21.6,4.0,4.8,-0.8,FUT Esports,1.06,214.6,33.4,27.6,12.4,5.8,74.6,142.4,21.6,4.0,4.8,-0.8
197,2023-06-11_Attacking Soul Esports/DRX,2023-06-11,Attacking Soul Esports,0,0.8039999999999999,191.8,28.8,34.0,14.6,-5.2,72.4,124.8,19.8,5.4,3.2,2.2,DRX,0.8039999999999999,191.8,28.8,34.0,14.6,-5.2,72.4,124.8,19.8,5.4,3.2,2.2
198,2023-06-11_EDward Gaming/T1,2023-06-11,EDward Gaming,0,1.032,218.2,53.6,46.2,16.6,7.4,81.6,141.8,25.2,7.6,6.2,1.4,T1,1.032,218.2,53.6,46.2,16.6,7.4,81.6,141.8,25.2,7.6,6.2,1.4
199,2023-06-11_NRG Esports/Natus Vincere,2023-06-11,NRG Esports,1,1.222,198.6,46.8,42.0,23.8,4.8,73.6,130.8,22.8,5.8,7.4,-1.6,Natus Vincere,1.222,198.6,46.8,42.0,23.8,4.8,73.6,130.8,22.8,5.8,7.4,-1.6
200,2023-06-12_DRX/Evil Geniuses,2023-06-12,DRX,0,0.908,186.8,23.8,31.0,13.6,-7.2,67.0,127.4,27.4,3.2,4.8,-1.6,Evil Geniuses,0.908,186.8,23.8,31.0,13.6,-7.2,67.0,127.4,27.4,3.2,4.8,-1.6
201,2023-06-12_NRG Esports/T1,2023-06-12,NRG Esports,1,0.968,200.0,46.4,45.4,23.8,1.0,71.4,134.6,23.4,7.6,6.0,1.6,T1,0.968,200.0,46.4,45.4,23.8,1.0,71.4,134.6,23.4,7.6,6.0,1.6
202,2023-06-13_Attacking Soul Esports/FUT Esports,2023-06-13,Attacking Soul Esports,0,0.908,197.4,38.8,45.0,19.2,-6.2,65.6,132.6,23.6,5.4,6.2,-0.8,FUT Esports,0.908,197.4,38.8,45.0,19.2,-6.2,65.6,132.6,23.6,5.4,6.2,-0.8
203,2023-06-13_DRX/FUT Esports,2023-06-13,DRX,1,0.8779999999999999,209.8,43.2,39.2,21.0,4.0,76.0,135.8,28.4,6.4,5.6,0.8,FUT Esports,0.8779999999999999,209.8,43.2,39.2,21.0,4.0,76.0,135.8,28.4,6.4,5.6,0.8
204,2023-06-13_EDward Gaming/Natus Vincere,2023-06-13,EDward Gaming,1,0.9780000000000001,202.8,41.8,43.0,15.2,-1.2,70.6,132.8,24.4,5.2,6.4,-1.2,Natus Vincere,0.9780000000000001,202.8,41.8,43.0,15.2,-1.2,70.6,132.8,24.4,5.2,6.4,-1.2
205,2023-06-14_EDward Gaming/T1,2023-06-14,EDward Gaming,1,1.276,219.4,29.4,19.8,14.0,9.6,85.8,140.0,29.0,4.6,2.6,2.0,T1,1.276,219.4,29.4,19.8,14.0,9.6,85.8,140.0,29.0,4.6,2.6,2.0
206,2023-06-15_Evil Geniuses/LOUD,2023-06-15,Evil Geniuses,1,1.266,229.0,31.8,22.4,14.6,9.4,80.6,150.4,26.2,4.4,3.2,1.2,LOUD,1.266,229.0,31.8,22.4,14.6,9.4,80.6,150.4,26.2,4.4,3.2,1.2
