,Match_ID,date_str,Team,T1_Won,R2.0_T1,ACS_T1,K_T1,D_T1,A_T1,+/- K/D_T1,KAST_T1,ADR_T1,HS%_T1,FK_T1,FD_T1,+/- FK/FD_T1,vs Team,R2.0_T2,ACS_T2,K_T2,D_T2,A_T2,+/- K/D_T2,KAST_T2,ADR_T2,HS%_T2,FK_T2,FD_T2,+/- FK/FD_T2
207,2023-06-16_EDward Gaming/Team Liquid,2023-06-16,EDward Gaming,0,0.9960000000000001,191.4,46.2,46.6,16.2,-0.4,73.4,124.8,26.8,8.0,5.4,2.6,Team Liquid,0.9960000000000001,191.4,46.2,46.6,16.2,-0.4,73.4,124.8,26.8,8.0,5.4,2.6
208,2023-06-16_FNATIC/NRG Esports,2023-06-16,FNATIC,1,1.3599999999999999,222.6,31.2,19.8,14.6,11.4,85.0,136.0,23.2,4.8,3.0,1.8,NRG Esports,1.3599999999999999,222.6,31.2,19.8,14.6,11.4,85.0,136.0,23.2,4.8,3.0,1.8
209,2023-06-17_DRX/Paper Rex,2023-06-17,DRX,0,0.906,187.2,30.4,33.6,13.4,-3.2,70.0,121.2,28.6,3.6,5.6,-2.0,Paper Rex,0.906,187.2,30.4,33.6,13.4,-3.2,70.0,121.2,28.6,3.6,5.6,-2.0
210,2023-06-17_EDward Gaming/LOUD,2023-06-17,EDward Gaming,1,1.182,217.4,33.2,26.8,14.2,6.4,77.0,138.2,24.2,4.2,4.2,0.0,LOUD,1.182,217.4,33.2,26.8,14.2,6.4,77.0,138.2,24.2,4.2,4.2,0.0
211,2023-06-18_DRX/NRG Esports,2023-06-18,DRX,0,0.6519999999999999,177.6,25.4,32.4,11.2,-7.0,66.4,113.8,23.2,5.0,3.4,1.6,NRG Esports,0.6519999999999999,177.6,25.4,32.4,11.2,-7.0,66.4,113.8,23.2,5.0,3.4,1.6
212,2023-06-18_Evil Geniuses/Team Liquid,2023-06-18,Evil Geniuses,1,1.186,217.0,29.2,23.4,13.0,5.8,77.6,143.2,27.0,4.2,3.2,1.0,Team Liquid,1.186,217.0,29.2,23.4,13.0,5.8,77.6,143.2,27.0,4.2,3.2,1.0
213,2023-06-19_FNATIC/Paper Rex,2023-06-19,FNATIC,1,0.976,224.0,30.6,23.4,13.6,7.2,77.4,148.2,23.4,4.2,3.4,0.8,Paper Rex,0.976,224.0,30.6,23.4,13.6,7.2,77.4,148.2,23.4,4.2,3.4,0.8
214,2023-06-19_NRG Esports/Team Liquid,2023-06-19,NRG Esports,1,0.9259999999999999,199.4,45.4,43.4,21.0,2.0,72.6,135.2,25.4,6.0,7.0,-1.0,Team Liquid,0.9259999999999999,199.4,45.4,43.4,21.0,2.0,72.6,135.2,25.4,6.0,7.0,-1.0
215,2023-06-20_EDward Gaming/Paper Rex,2023-06-20,EDward Gaming,0,0.876,204.6,50.4,50.2,18.0,0.2,74.2,131.6,24.8,6.4,7.4,-1.0,Paper Rex,0.876,204.6,50.4,50.2,18.0,0.2,74.2,131.6,24.8,6.4,7.4,-1.0
216,2023-06-20_Evil Geniuses/FNATIC,2023-06-20,Evil Geniuses,0,0.772,174.8,37.4,47.0,17.0,-9.6,65.8,114.8,24.8,4.8,7.6,-2.8,FNATIC,0.772,174.8,37.4,47.0,17.0,-9.6,65.8,114.8,24.8,4.8,7.6,-2.8
217,2023-06-21_NRG Esports/Paper Rex,2023-06-21,NRG Esports,0,1.082,204.8,50.2,47.2,21.8,3.0,76.4,137.0,24.0,7.0,7.2,-0.2,Paper Rex,1.082,204.8,50.2,47.2,21.8,3.0,76.4,137.0,24.0,7.0,7.2,-0.2
218,2023-06-23_Evil Geniuses/Paper Rex,2023-06-23,Evil Geniuses,1,1.01,210.8,80.2,72.4,37.0,7.8,74.8,139.2,24.2,12.8,9.0,3.8,Paper Rex,1.01,210.8,80.2,72.4,37.0,7.8,74.8,139.2,24.2,12.8,9.0,3.8
219,2023-06-25_Evil Geniuses/FNATIC,2023-06-25,Evil Geniuses,0,0.8119999999999999,180.0,43.4,50.6,19.8,-7.2,67.2,117.2,20.8,7.6,6.6,1.0,FNATIC,0.8119999999999999,180.0,43.4,50.6,19.8,-7.2,67.2,117.2,20.8,7.6,6.6,1.0
220,2023-07-03_Four Angry Men/Trace Esports,2023-07-03,Four Angry Men,0,0.0,195.4,37.4,45.0,14.8,-7.6,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,195.4,37.4,45.0,14.8,-7.6,0.0,0.0,0.0,0.0,0.0,0.0
221,2023-07-03_Monarch Effect/Royal Never Give Up,2023-07-03,Monarch Effect,1,0.0,224.6,45.2,39.0,16.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,Royal Never Give Up,0.0,224.6,45.2,39.0,16.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0
222,2023-07-04_Dragon Ranger Gaming/Weibo Gaming,2023-07-04,Dragon Ranger Gaming,0,0.0,191.8,42.0,48.0,17.4,-6.0,0.0,0.0,0.0,7.5,0.0,0.0,Weibo Gaming,0.0,191.8,42.0,48.0,17.4,-6.0,0.0,0.0,0.0,7.5,0.0,0.0
223,2023-07-04_Shenzhen NTER/TYLOO,2023-07-04,Shenzhen NTER,0,0.0,181.2,22.6,32.6,14.4,-10.0,0.0,0.0,0.0,2.5,0.0,0.0,TYLOO,0.0,181.2,22.6,32.6,14.4,-10.0,0.0,0.0,0.0,2.5,0.0,0.0
224,2023-07-05_Attacking Soul Esports/Trace Esports,2023-07-05,Attacking Soul Esports,0,0.0,207.8,46.4,46.2,22.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,207.8,46.4,46.2,22.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
225,2023-07-05_Bilibili Gaming/Monarch Effect,2023-07-05,Bilibili Gaming,1,0.0,220.2,33.8,27.8,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Monarch Effect,0.0,220.2,33.8,27.8,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
226,2023-07-06_EDward Gaming/Weibo Gaming,2023-07-06,EDward Gaming,1,0.0,220.0,31.2,25.4,13.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,Weibo Gaming,0.0,220.0,31.2,25.4,13.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0
227,2023-07-06_FunPlus Phoenix/TYLOO,2023-07-06,FunPlus Phoenix,0,0.0,196.2,29.6,33.8,10.2,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,TYLOO,0.0,196.2,29.6,33.8,10.2,-4.2,0.0,0.0,0.0,0.0,0.0,0.0
228,2023-07-07_Attacking Soul Esports/Monarch Effect,2023-07-07,Attacking Soul Esports,1,0.0,237.0,31.2,21.4,11.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,Monarch Effect,0.0,237.0,31.2,21.4,11.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0
229,2023-07-07_FunPlus Phoenix/Weibo Gaming,2023-07-07,FunPlus Phoenix,1,0.0,215.0,31.0,26.2,14.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,Weibo Gaming,0.0,215.0,31.0,26.2,14.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0
230,2023-07-08_Bilibili Gaming/Trace Esports,2023-07-08,Bilibili Gaming,1,0.0,216.4,44.0,34.0,18.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,216.4,44.0,34.0,18.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0
231,2023-07-09_EDward Gaming/TYLOO,2023-07-09,EDward Gaming,1,0.0,226.6,42.2,27.0,14.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,TYLOO,0.0,226.6,42.2,27.0,14.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0
232,2023-07-10_Attacking Soul Esports/TYLOO,2023-07-10,Attacking Soul Esports,0,0.0,210.4,47.0,45.6,27.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,TYLOO,0.0,210.4,47.0,45.6,27.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
233,2023-07-10_FunPlus Phoenix/Trace Esports,2023-07-10,FunPlus Phoenix,1,0.0,202.2,43.4,42.0,20.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,202.2,43.4,42.0,20.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0
234,2023-07-13_Bilibili Gaming/EDward Gaming,2023-07-13,Bilibili Gaming,0,0.0,176.6,32.2,46.6,13.6,-14.4,0.0,0.0,0.0,0.0,0.0,0.0,EDward Gaming,0.0,176.6,32.2,46.6,13.6,-14.4,0.0,0.0,0.0,0.0,0.0,0.0
235,2023-07-14_FunPlus Phoenix/TYLOO,2023-07-14,FunPlus Phoenix,1,0.0,204.8,63.0,62.0,27.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TYLOO,0.0,204.8,63.0,62.0,27.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
236,2023-07-15_Bilibili Gaming/FunPlus Phoenix,2023-07-15,Bilibili Gaming,1,0.0,211.8,79.6,70.8,35.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,FunPlus Phoenix,0.0,211.8,79.6,70.8,35.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0
237,2023-07-15_KRÜ Esports/MIBR,2023-07-15,KRÜ Esports,1,1.032,209.0,30.0,25.0,16.8,5.0,77.0,132.4,24.8,4.2,4.0,0.2,MIBR,1.032,209.0,30.0,25.0,16.8,5.0,77.0,132.4,24.8,4.2,4.0,0.2
238,2023-07-16_100 Thieves/Sentinels,2023-07-16,100 Thieves,0,0.79,190.4,43.0,48.4,17.2,-5.4,69.8,126.8,26.0,6.2,7.0,-0.8,Sentinels,0.79,190.4,43.0,48.4,17.2,-5.4,69.8,126.8,26.0,6.2,7.0,-0.8
239,2023-07-16_Bilibili Gaming/EDward Gaming,2023-07-16,Bilibili Gaming,0,0.0,169.0,57.4,68.4,24.4,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,EDward Gaming,0.0,169.0,57.4,68.4,24.4,-11.0,0.0,0.0,0.0,0.0,0.0,0.0
240,2023-07-16_FURIA/KRÜ Esports,2023-07-16,FURIA,0,0.9039999999999999,195.6,44.6,48.2,18.0,-3.6,70.2,127.0,25.4,6.4,7.0,-0.6,KRÜ Esports,0.9039999999999999,195.6,44.6,48.2,18.0,-3.6,70.2,127.0,25.4,6.4,7.0,-0.6
241,2023-07-17_Cloud9/Sentinels,2023-07-17,Cloud9,1,0.9780000000000001,200.6,41.8,42.4,22.6,-0.6,73.4,132.4,28.8,5.8,6.2,-0.4,Sentinels,0.9780000000000001,200.6,41.8,42.4,22.6,-0.6,73.4,132.4,28.8,5.8,6.2,-0.4
242,2023-07-17_KRÜ Esports/LEVIATÁN,2023-07-17,KRÜ Esports,1,1.21,214.2,29.6,23.0,11.4,6.6,80.8,143.2,29.8,5.2,2.4,2.8,LEVIATÁN,1.21,214.2,29.6,23.0,11.4,6.6,80.8,143.2,29.8,5.2,2.4,2.8
243,2023-07-18_Cloud9/KRÜ Esports,2023-07-18,Cloud9,0,1.0859999999999999,189.2,34.6,40.0,15.6,-5.4,69.8,126.2,25.4,4.6,6.0,-1.4,KRÜ Esports,1.0859999999999999,189.2,34.6,40.0,15.6,-5.4,69.8,126.2,25.4,4.6,6.0,-1.4
244,2023-07-18_DetonatioN FocusMe/TALON,2023-07-18,DetonatioN FocusMe,0,0.6233333333333334,172.66666666666666,21.166666666666668,25.666666666666668,8.833333333333334,-4.5,65.33333333333333,114.66666666666667,29.5,2.8333333333333335,4.0,-1.1666666666666667,TALON,0.6233333333333334,172.66666666666666,21.166666666666668,25.666666666666668,8.833333333333334,-4.5,65.33333333333333,114.66666666666667,29.5,2.8333333333333335,4.0,-1.1666666666666667
245,2023-07-18_LEVIATÁN/Sentinels,2023-07-18,LEVIATÁN,1,1.0539999999999998,224.2,30.8,22.8,13.0,8.0,80.6,142.8,23.0,4.6,3.0,1.6,Sentinels,1.0539999999999998,224.2,30.8,22.8,13.0,8.0,80.6,142.8,23.0,4.6,3.0,1.6
246,2023-07-19_BBL Esports/Karmine Corp,2023-07-19,BBL Esports,0,0.866,187.0,46.8,52.2,17.8,-5.4,65.4,127.2,27.0,5.4,9.4,-4.0,Karmine Corp,0.866,187.0,46.8,52.2,17.8,-5.4,65.4,127.2,27.0,5.4,9.4,-4.0
247,2023-07-19_Gen.G/TALON,2023-07-19,Gen.G,1,1.008,202.6,52.0,52.4,28.0,-0.4,72.6,131.2,24.4,7.4,7.6,-0.2,TALON,1.008,202.6,52.0,52.4,28.0,-0.4,72.6,131.2,24.4,7.4,7.6,-0.2
248,2023-07-19_Global Esports/Rex Regum Qeon,2023-07-19,Global Esports,0,0.9199999999999999,201.6,32.6,33.4,12.8,-0.8,71.8,131.6,24.0,5.6,3.6,2.0,Rex Regum Qeon,0.9199999999999999,201.6,32.6,33.4,12.8,-0.8,71.8,131.6,24.0,5.6,3.6,2.0
249,2023-07-19_KOI/Team Heretics,2023-07-19,KOI,1,1.12,209.2,46.6,38.8,23.6,7.8,77.8,135.0,23.6,7.2,5.4,1.8,Team Heretics,1.12,209.2,46.6,38.8,23.6,7.8,77.8,135.0,23.6,7.2,5.4,1.8
250,2023-07-20_Gen.G/Team Secret,2023-07-20,Gen.G,0,0.77,179.0,23.8,32.4,11.8,-8.6,64.8,120.4,25.2,3.2,4.8,-1.6,Team Secret,0.77,179.0,23.8,32.4,11.8,-8.6,64.8,120.4,25.2,3.2,4.8,-1.6
251,2023-07-20_Giants Gaming/Karmine Corp,2023-07-20,Giants Gaming,1,1.036,209.2,31.4,28.0,14.4,3.4,77.4,139.6,23.4,4.4,4.0,0.4,Karmine Corp,1.036,209.2,31.4,28.0,14.4,3.4,77.4,139.6,23.4,4.4,4.0,0.4
252,2023-07-20_KOI/Natus Vincere,2023-07-20,KOI,1,1.1,221.8,29.0,19.8,12.8,9.2,82.2,139.0,18.6,3.2,3.8,-0.6,Natus Vincere,1.1,221.8,29.0,19.8,12.8,9.2,82.2,139.0,18.6,3.2,3.8,-0.6
253,2023-07-20_Rex Regum Qeon/ZETA DIVISION,2023-07-20,Rex Regum Qeon,0,1.0333333333333334,202.33333333333334,46.166666666666664,44.666666666666664,22.166666666666668,1.5,75.83333333333333,134.5,25.333333333333332,6.0,6.666666666666667,-0.6666666666666666,ZETA DIVISION,1.0333333333333334,202.33333333333334,46.166666666666664,44.666666666666664,22.166666666666668,1.5,75.83333333333333,134.5,25.333333333333332,6.0,6.666666666666667,-0.6666666666666666
254,2023-07-21_Gen.G/Rex Regum Qeon,2023-07-21,Gen.G,1,1.1780000000000002,195.4,38.8,35.8,19.8,3.0,75.4,128.4,22.6,6.6,4.2,2.4,Rex Regum Qeon,1.1780000000000002,195.4,38.8,35.8,19.8,3.0,75.4,128.4,22.6,6.6,4.2,2.4
255,2023-07-21_Giants Gaming/KOI,2023-07-21,Giants Gaming,1,1.074,208.4,32.6,25.2,16.4,7.4,81.8,135.4,25.8,5.4,3.4,2.0,KOI,1.074,208.4,32.6,25.2,16.4,7.4,81.8,135.4,25.8,5.4,3.4,2.0
256,2023-07-21_Karmine Corp/Natus Vincere,2023-07-21,Karmine Corp,0,0.992,181.4,37.8,42.6,18.8,-4.8,67.2,119.2,30.2,6.0,5.8,0.2,Natus Vincere,0.992,181.4,37.8,42.6,18.8,-4.8,67.2,119.2,30.2,6.0,5.8,0.2
257,2023-07-21_Team Secret/ZETA DIVISION,2023-07-21,Team Secret,0,0.97,171.4,23.8,32.4,9.4,-8.6,57.6,116.2,24.0,3.2,5.2,-2.0,ZETA DIVISION,0.97,171.4,23.8,32.4,9.4,-8.6,57.6,116.2,24.0,3.2,5.2,-2.0
258,2023-07-22_Cloud9/LEVIATÁN,2023-07-22,Cloud9,0,0.9019999999999999,185.2,70.4,81.6,28.4,-11.2,68.4,121.0,22.8,8.8,13.0,-4.2,LEVIATÁN,0.9019999999999999,185.2,70.4,81.6,28.4,-11.2,68.4,121.0,22.8,8.8,13.0,-4.2
259,2023-07-22_Gen.G/Team Secret,2023-07-22,Gen.G,0,0.792,181.6,50.0,58.6,24.6,-8.6,66.8,120.4,23.4,7.0,9.2,-2.2,Team Secret,0.792,181.6,50.0,58.6,24.6,-8.6,66.8,120.4,23.4,7.0,9.2,-2.2
260,2023-07-22_KOI/Natus Vincere,2023-07-22,KOI,0,0.9440000000000002,180.2,44.2,51.6,19.2,-7.4,67.6,119.4,22.0,6.8,7.4,-0.6,Natus Vincere,0.9440000000000002,180.2,44.2,51.6,19.2,-7.4,67.6,119.4,22.0,6.8,7.4,-0.6
261,2023-07-23_Giants Gaming/Natus Vincere,2023-07-23,Giants Gaming,1,1.1320000000000001,219.6,53.0,44.0,22.6,9.0,76.2,145.0,28.0,7.4,5.8,1.6,Natus Vincere,1.1320000000000001,219.6,53.0,44.0,22.6,9.0,76.2,145.0,28.0,7.4,5.8,1.6
262,2023-07-23_KRÜ Esports/LEVIATÁN,2023-07-23,KRÜ Esports,1,0.9880000000000001,195.8,57.0,50.8,23.0,6.2,75.6,127.6,24.0,8.8,7.4,1.4,LEVIATÁN,0.9880000000000001,195.8,57.0,50.8,23.0,6.2,75.6,127.6,24.0,8.8,7.4,1.4
263,2023-07-23_Team Secret/ZETA DIVISION,2023-07-23,Team Secret,0,0.8720000000000001,191.4,57.0,64.6,26.4,-7.6,68.6,131.4,23.8,8.6,8.8,-0.2,ZETA DIVISION,0.8720000000000001,191.4,57.0,64.6,26.4,-7.6,68.6,131.4,23.8,8.6,8.8,-0.2
264,2024-02-16_Cloud9/MIBR,2024-02-16,Cloud9,1,0.97,204.2,48.0,45.6,20.4,2.4,76.4,132.4,25.4,6.4,7.2,-0.8,MIBR,0.97,204.2,48.0,45.6,20.4,2.4,76.4,132.4,25.4,6.4,7.2,-0.8
265,2024-02-16_FURIA/NRG Esports,2024-02-16,FURIA,0,0.776,178.2,26.4,31.6,11.8,-5.2,68.2,115.2,25.8,3.4,5.4,-2.0,NRG Esports,0.776,178.2,26.4,31.6,11.8,-5.2,68.2,115.2,25.8,3.4,5.4,-2.0
266,2024-02-17_100 Thieves/LEVIATÁN,2024-02-17,100 Thieves,0,0.874,204.0,44.0,43.8,13.2,0.2,72.8,131.4,24.6,6.0,6.4,-0.4,LEVIATÁN,0.874,204.0,44.0,43.8,13.2,0.2,72.8,131.4,24.6,6.0,6.4,-0.4
267,2024-02-17_BLEED/T1,2024-02-17,BLEED,0,0.75,192.4,35.0,40.2,12.8,-5.2,70.0,126.6,25.8,5.4,5.2,0.2,T1,0.75,192.4,35.0,40.2,12.8,-5.2,70.0,126.6,25.8,5.4,5.2,0.2
268,2024-02-17_Gen.G/Rex Regum Qeon,2024-02-17,Gen.G,1,0.8800000000000001,211.8,51.6,48.8,21.8,2.8,75.0,138.8,27.0,8.6,5.2,3.4,Rex Regum Qeon,0.8800000000000001,211.8,51.6,48.8,21.8,2.8,75.0,138.8,27.0,8.6,5.2,3.4
269,2024-02-17_LOUD/Sentinels,2024-02-17,LOUD,1,0.76,192.0,30.8,29.6,19.4,1.2,74.4,122.6,28.0,4.4,4.8,-0.4,Sentinels,0.76,192.0,30.8,29.6,19.4,1.2,74.4,122.6,28.0,4.4,4.8,-0.4
270,2024-02-18_DRX/DetonatioN FocusMe,2024-02-18,DRX,1,1.1280000000000001,213.2,34.0,26.2,8.0,7.8,77.6,138.0,31.0,4.6,3.8,0.8,DetonatioN FocusMe,1.1280000000000001,213.2,34.0,26.2,8.0,7.8,77.6,138.0,31.0,4.6,3.8,0.8
271,2024-02-18_G2 Esports/KRÜ Esports,2024-02-18,G2 Esports,1,1.1039999999999999,203.0,47.4,45.8,19.2,1.6,71.8,132.2,28.2,5.8,7.8,-2.0,KRÜ Esports,1.1039999999999999,203.0,47.4,45.8,19.2,1.6,71.8,132.2,28.2,5.8,7.8,-2.0
272,2024-02-18_Global Esports/ZETA DIVISION,2024-02-18,Global Esports,0,0.8480000000000001,165.0,24.0,32.2,6.6,-8.2,63.4,112.0,28.2,4.2,4.4,-0.2,ZETA DIVISION,0.8480000000000001,165.0,24.0,32.2,6.6,-8.2,63.4,112.0,28.2,4.2,4.4,-0.2
273,2024-02-18_TALON/Team Secret,2024-02-18,TALON,1,1.15,225.4,29.6,18.8,13.6,10.8,82.6,141.6,22.2,4.8,2.6,2.2,Team Secret,1.15,225.4,29.6,18.8,13.6,10.8,82.6,141.6,22.2,4.8,2.6,2.2
274,2024-02-19_100 Thieves/Sentinels,2024-02-19,100 Thieves,0,0.9,180.2,36.6,43.6,16.4,-7.0,69.0,120.4,26.0,5.2,6.4,-1.2,Sentinels,0.9,180.2,36.6,43.6,16.4,-7.0,69.0,120.4,26.0,5.2,6.4,-1.2
275,2024-02-19_BLEED/Global Esports,2024-02-19,BLEED,0,1.048,189.0,45.0,46.8,20.4,-1.8,71.4,125.4,26.0,7.0,7.0,0.0,Global Esports,1.048,189.0,45.0,46.8,20.4,-1.8,71.4,125.4,26.0,7.0,7.0,0.0
276,2024-02-19_FURIA/MIBR,2024-02-19,FURIA,0,0.8859999999999999,188.4,29.4,31.4,11.8,-2.0,66.4,127.4,26.8,5.0,4.2,0.8,MIBR,0.8859999999999999,188.4,29.4,31.4,11.8,-2.0,66.4,127.4,26.8,5.0,4.2,0.8
277,2024-02-19_Gen.G/Paper Rex,2024-02-19,Gen.G,0,0.8240000000000001,199.0,47.0,50.6,16.4,-3.6,66.2,130.6,28.8,6.0,7.2,-1.2,Paper Rex,0.8240000000000001,199.0,47.0,50.6,16.4,-3.6,66.2,130.6,28.8,6.0,7.2,-1.2
278,2024-02-19_T1/ZETA DIVISION,2024-02-19,T1,1,1.008,213.0,46.4,38.2,16.4,8.2,78.2,135.0,25.6,7.2,5.0,2.2,ZETA DIVISION,1.008,213.0,46.4,38.2,16.4,8.2,78.2,135.0,25.6,7.2,5.0,2.2
279,2024-02-20_DRX/TALON,2024-02-20,DRX,1,1.226,206.2,32.8,26.6,13.0,6.2,77.8,138.2,33.0,5.2,3.6,1.6,TALON,1.226,206.2,32.8,26.6,13.0,6.2,77.8,138.2,33.0,5.2,3.6,1.6
280,2024-02-20_DetonatioN FocusMe/Team Secret,2024-02-20,DetonatioN FocusMe,0,0.978,184.8,27.8,31.8,12.6,-4.0,65.0,124.8,30.8,4.2,4.6,-0.4,Team Secret,0.978,184.8,27.8,31.8,12.6,-4.0,65.0,124.8,30.8,4.2,4.6,-0.4
281,2024-02-20_FUT Esports/Team Heretics,2024-02-20,FUT Esports,0,1.046,205.2,32.8,34.0,19.8,-1.2,74.4,136.4,25.2,4.4,5.0,-0.6,Team Heretics,1.046,205.2,32.8,34.0,19.8,-1.2,74.4,136.4,25.2,4.4,5.0,-0.6
282,2024-02-20_GIANTX/Karmine Corp,2024-02-20,GIANTX,0,0.8859999999999999,186.0,41.0,46.0,19.8,-5.0,67.2,122.8,26.0,5.8,7.0,-1.2,Karmine Corp,0.8859999999999999,186.0,41.0,46.0,19.8,-5.0,67.2,122.8,26.0,5.8,7.0,-1.2
283,2024-02-21_BBL Esports/Natus Vincere,2024-02-21,BBL Esports,0,0.8699999999999999,188.8,38.4,46.6,19.6,-8.2,70.0,123.6,34.8,6.0,5.8,0.2,Natus Vincere,0.8699999999999999,188.8,38.4,46.6,19.6,-8.2,70.0,123.6,34.8,6.0,5.8,0.2
284,2024-02-21_Gen.G/Rex Regum Qeon,2024-02-21,Gen.G,1,0.99,201.4,48.4,43.8,18.4,4.6,75.6,132.2,28.6,7.0,6.4,0.6,Rex Regum Qeon,0.99,201.4,48.4,43.8,18.4,4.6,75.6,132.2,28.6,7.0,6.4,0.6
285,2024-02-21_Gentle Mates/Team Vitality,2024-02-21,Gentle Mates,0,0.874,172.2,25.2,30.2,10.0,-5.0,68.6,113.4,25.6,3.8,4.8,-1.0,Team Vitality,0.874,172.2,25.2,30.2,10.0,-5.0,68.6,113.4,25.6,3.8,4.8,-1.0
286,2024-02-21_Global Esports/ZETA DIVISION,2024-02-21,Global Esports,0,0.658,155.8,18.0,30.4,7.0,-12.4,53.0,102.8,29.0,2.4,5.0,-2.6,ZETA DIVISION,0.658,155.8,18.0,30.4,7.0,-12.4,53.0,102.8,29.0,2.4,5.0,-2.6
287,2024-02-21_Movistar KOI(KOI)/Team Liquid,2024-02-21,Movistar KOI(KOI),0,1.016,192.6,31.6,34.2,11.8,-2.6,68.2,126.0,28.6,5.2,4.2,1.0,Team Liquid,1.016,192.6,31.6,34.2,11.8,-2.6,68.2,126.0,28.6,5.2,4.2,1.0
288,2024-02-21_TALON/Team Secret,2024-02-21,TALON,0,0.812,177.2,24.2,33.8,8.6,-9.6,63.4,117.2,24.8,2.8,5.4,-2.6,Team Secret,0.812,177.2,24.2,33.8,8.6,-9.6,63.4,117.2,24.8,2.8,5.4,-2.6
289,2024-02-22_FUT Esports/GIANTX,2024-02-22,FUT Esports,1,1.012,211.8,45.4,38.2,19.8,7.2,78.0,136.0,26.8,6.8,5.2,1.6,GIANTX,1.012,211.8,45.4,38.2,19.8,7.2,78.0,136.0,26.8,6.8,5.2,1.6
290,2024-02-22_FunPlus Phoenix/Nova Esports,2024-02-22,FunPlus Phoenix,1,0.0,214.0,31.8,26.2,11.2,5.6,0.0,0.0,0.0,0.0,0.0,0.0,Nova Esports,0.0,214.0,31.8,26.2,11.2,5.6,0.0,0.0,0.0,0.0,0.0,0.0
291,2024-02-22_Gen.G/Team Secret,2024-02-22,Gen.G,1,0.8859999999999999,187.6,43.2,49.0,17.4,-5.8,66.6,124.6,30.2,6.4,7.2,-0.8,Team Secret,0.8859999999999999,187.6,43.2,49.0,17.4,-5.8,66.6,124.6,30.2,6.4,7.2,-0.8
292,2024-02-22_Gen.G/ZETA DIVISION,2024-02-22,Gen.G,1,1.254,233.6,30.8,20.4,12.6,10.4,79.0,155.6,31.2,4.0,3.2,0.8,ZETA DIVISION,1.254,233.6,30.8,20.4,12.6,10.4,79.0,155.6,31.2,4.0,3.2,0.8
293,2024-02-22_Karmine Corp/Team Heretics,2024-02-22,Karmine Corp,0,0.78,161.0,17.8,29.2,10.8,-11.4,66.8,108.0,22.8,2.2,4.6,-2.4,Team Heretics,0.78,161.0,17.8,29.2,10.8,-11.4,66.8,108.0,22.8,2.2,4.6,-2.4
294,2024-02-22_TYLOO/Trace Esports,2024-02-22,TYLOO,0,0.0,184.0,20.4,28.8,9.0,-8.4,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,184.0,20.4,28.8,9.0,-8.4,0.0,0.0,0.0,0.0,0.0,0.0
295,2024-02-22_Team Secret/ZETA DIVISION,2024-02-22,Team Secret,1,1.332,238.4,30.2,21.4,15.0,8.8,85.2,153.6,25.0,4.4,2.6,1.8,ZETA DIVISION,1.332,238.4,30.2,21.4,15.0,8.8,85.2,153.6,25.0,4.4,2.6,1.8
296,2024-02-23_All Gamers/Dragon Ranger Gaming,2024-02-23,All Gamers,0,0.0,192.4,27.2,32.0,10.8,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,Dragon Ranger Gaming,0.0,192.4,27.2,32.0,10.8,-4.8,0.0,0.0,0.0,0.0,0.0,0.0
297,2024-02-23_BBL Esports/Movistar KOI(KOI),2024-02-23,BBL Esports,0,0.9,181.2,25.6,31.0,8.4,-5.4,66.8,119.4,34.0,3.4,4.8,-1.4,Movistar KOI(KOI),0.9,181.2,25.6,31.0,8.4,-5.4,66.8,119.4,34.0,3.4,4.8,-1.4
